Crop,State,Season,Area,Rainfall,Temperature,Humidity,Soil pH,Nitrogen,Phosphorus,Potassium,Fertilizer,Yield
Potato,Haryana,Rabi,2.11,1249.1,,65.5,5.77,94.2,66.9,123.6,73.7,25.35
Potato,Madhya Pradesh,Rabi,1.22,1334.9,31.5,48.3,7.43,120.2,26.2,153.3,141.9,26.02
Maize,Gujarat,Kharif,1.73,1457.0,31.8,69.1,6.5,234.2,70.7,115.3,114.1,5.11
Cotton,Maharashtra,Kharif,3.42,1018.7,25.7,70.2,5.93,115.8,57.3,94.5,200.3,2.74
Wheat,Madhya Pradesh,Zaid,2.59,1359.3,25.4,71.4,6.73,156.5,15.0,96.0,231.8,3.94
Groundnut,Madhya Pradesh,Zaid,4.5,1129.5,32.9,68.6,7.31,88.2,50.6,100.3,147.6,2.42
Sugarcane,Punjab,Kharif,4.95,1026.7,29.7,67.2,6.58,142.3,68.7,59.2,281.7,117.16
Wheat,Madhya Pradesh,Zaid,8.15,476.0,31.8,37.0,6.51,153.2,58.6,50.1,65.1,3.9
Potato,Uttar Pradesh,Rabi,4.2,716.9,16.1,78.9,6.98,172.3,55.8,108.5,113.8,27.33
Groundnut,Andhra Pradesh,Rabi,5.18,1357.4,31.4,46.3,7.58,136.5,64.8,112.6,,2.99
Wheat,Andhra Pradesh,Kharif,2.07,250.0,20.4,73.7,7.73,130.8,29.0,40.5,135.8,4.07
Rice,Tamil Nadu,Kharif,2.27,909.9,20.2,83.8,6.06,122.9,71.7,71.1,111.4,4.61
Pulses,Uttar Pradesh,Kharif,1.11,250.0,30.0,70.2,7.76,89.8,51.7,153.7,96.8,1.8
Wheat,Karnataka,Zaid,4.06,1084.9,26.9,75.0,6.24,40.0,70.7,160.4,151.7,3.76
Wheat,Uttar Pradesh,Rabi,4.53,,26.8,63.7,6.13,139.1,78.4,81.5,114.5,4.3
Wheat,Punjab,Rabi,2.27,1132.4,30.0,89.1,6.1,117.3,71.9,77.5,127.3,4.34
Potato,Punjab,Zaid,0.57,574.9,24.8,63.2,5.55,123.6,76.0,181.4,128.0,28.01
Cotton,Haryana,Rabi,3.93,616.9,35.6,55.4,7.37,149.5,29.0,97.6,75.3,2.53
Rice,West Bengal,Zaid,4.88,1094.4,20.8,86.2,7.73,129.4,47.1,115.4,103.8,3.97
Wheat,Karnataka,Kharif,1.81,869.2,32.9,75.4,6.05,129.9,64.6,73.8,202.2,3.86
Groundnut,Tamil Nadu,Kharif,2.51,1010.2,34.6,,7.96,163.1,77.8,120.0,169.6,2.79
Rice,Punjab,Kharif,4.29,519.5,29.1,74.0,7.67,171.8,34.2,127.2,189.1,4.95
Wheat,Madhya Pradesh,Kharif,7.59,716.3,28.5,44.1,7.38,50.0,46.9,113.4,110.9,4.05
Wheat,Karnataka,Zaid,2.34,872.6,39.0,66.9,6.88,158.4,100.7,,187.6,3.78
Cotton,West Bengal,Rabi,9.41,1009.8,24.7,43.2,8.2,59.6,65.7,120.3,160.5,2.74
Pulses,Andhra Pradesh,Zaid,3.46,250.0,23.6,79.0,7.45,93.3,58.1,87.6,79.3,1.29
Wheat,Punjab,Rabi,9.5,985.2,30.9,78.1,5.83,111.5,32.5,46.1,224.8,4.82
Potato,Punjab,Kharif,4.81,810.8,25.3,,7.34,,37.4,133.1,125.5,30.34
Wheat,Karnataka,Rabi,3.37,944.6,22.3,78.9,7.0,171.3,69.0,124.2,139.1,4.5
Maize,Uttar Pradesh,Zaid,5.89,605.3,23.0,78.1,6.83,149.7,52.7,127.5,134.0,5.18
Potato,Maharashtra,Zaid,2.84,409.4,20.1,86.9,6.2,183.8,84.0,112.1,101.4,24.91
Sugarcane,Haryana,Kharif,6.54,897.3,20.7,72.0,6.8,131.9,56.5,138.9,176.1,100.39
Pulses,Uttar Pradesh,Kharif,4.06,893.4,27.8,63.0,,109.9,37.9,117.0,277.8,1.9
Cotton,Gujarat,Kharif,7.39,309.7,27.1,68.8,7.2,112.1,36.3,30.0,137.0,2.51
Maize,Punjab,Zaid,3.24,990.4,21.4,72.8,6.11,125.7,15.3,83.3,73.2,4.76
Rice,Andhra Pradesh,Zaid,2.04,1479.7,18.2,75.0,7.78,118.4,50.0,80.6,97.0,3.72
Sugarcane,Gujarat,Rabi,4.5,834.6,30.7,49.6,6.43,174.7,86.9,125.4,167.1,92.15
Cotton,Gujarat,Rabi,6.47,804.0,17.5,53.2,6.79,65.0,22.6,69.9,111.1,2.38
Cotton,Maharashtra,Rabi,5.71,875.4,27.3,61.8,5.09,41.0,68.6,77.5,154.9,2.41
Rice,Karnataka,Zaid,2.66,1308.4,19.3,76.6,7.35,215.5,33.0,77.7,223.9,4.41
Wheat,West Bengal,Rabi,3.82,890.1,20.5,69.2,7.3,81.1,41.1,43.8,77.3,4.54
Sugarcane,Andhra Pradesh,Kharif,3.81,817.6,24.8,63.6,6.82,129.3,64.6,90.1,188.1,103.27
Pulses,Gujarat,Rabi,3.28,500.6,29.7,77.0,6.83,142.4,73.4,133.2,258.8,1.82
Sugarcane,Uttar Pradesh,Zaid,4.31,250.0,31.9,48.0,7.38,121.9,23.0,108.5,235.1,90.39
Rice,Tamil Nadu,Rabi,2.67,769.7,18.0,59.8,6.59,173.4,52.2,106.7,126.1,4.93
Rice,Tamil Nadu,Zaid,1.8,546.1,21.9,77.8,6.09,107.4,55.4,66.2,96.4,4.17
Rice,Madhya Pradesh,Kharif,1.99,1095.8,25.0,53.7,7.2,112.0,70.2,,149.1,4.72
Pulses,Punjab,Kharif,1.42,710.0,23.8,57.0,5.98,40.0,34.4,105.6,128.0,1.77
Maize,Maharashtra,Kharif,6.21,739.7,35.4,31.9,6.4,148.8,93.5,166.1,143.4,5.03
Groundnut,Punjab,Rabi,4.06,518.9,20.8,62.2,7.05,134.7,37.7,121.7,298.9,3.48
Cotton,Gujarat,Zaid,10.18,884.4,27.9,60.2,5.81,114.3,41.6,111.1,150.8,2.27
Pulses,Punjab,Kharif,3.05,536.2,23.3,55.9,8.18,152.1,32.6,136.2,44.8,1.74
Groundnut,Madhya Pradesh,Rabi,5.3,1019.5,26.7,77.6,5.59,98.9,101.5,92.2,109.2,2.46
Pulses,Madhya Pradesh,Rabi,2.42,250.0,22.8,56.2,6.76,83.2,58.3,86.9,192.3,1.65
Pulses,Punjab,Rabi,6.87,1010.2,28.9,42.0,6.17,139.3,38.4,176.5,60.7,1.93
Pulses,Maharashtra,Rabi,6.85,821.2,28.5,43.6,6.98,138.7,47.6,148.1,254.2,1.67
Rice,Gujarat,Kharif,5.67,925.4,26.4,64.0,6.44,167.9,71.8,132.0,219.5,4.83
Sugarcane,West Bengal,Rabi,7.88,873.0,25.8,73.3,6.52,86.6,61.7,71.6,132.4,95.32
Cotton,Maharashtra,Zaid,9.96,1157.7,32.6,72.5,7.55,99.3,30.9,86.5,218.6,2.13
Cotton,Andhra Pradesh,Rabi,5.83,753.7,20.6,63.1,5.49,148.8,67.5,130.1,300.0,2.66
Pulses,Karnataka,Rabi,4.14,651.2,25.6,78.5,6.53,119.9,71.8,68.8,20.0,1.53
Cotton,West Bengal,Kharif,9.19,321.4,28.3,63.7,7.37,103.7,72.9,140.2,154.7,2.46
Cotton,Madhya Pradesh,Rabi,6.78,931.6,30.1,51.5,6.74,170.0,48.9,117.7,76.9,2.74
Potato,Uttar Pradesh,Zaid,4.5,862.2,27.8,72.4,7.57,138.2,19.7,84.2,109.5,26.75
Cotton,Karnataka,Rabi,4.39,1296.4,27.8,49.0,6.77,158.4,101.2,119.5,66.4,2.61
Sugarcane,Maharashtra,Zaid,1.35,1389.3,28.8,82.0,6.23,61.9,32.3,138.8,79.6,82.77
Rice,Tamil Nadu,Rabi,4.24,277.4,27.2,56.0,6.47,124.3,39.5,189.7,181.8,4.74
Wheat,Karnataka,Rabi,7.29,976.4,26.6,76.6,6.36,99.0,94.2,99.7,154.9,
Rice,West Bengal,Rabi,3.04,708.5,23.5,67.9,7.41,115.4,30.6,76.9,94.4,4.77
Cotton,Maharashtra,Zaid,2.9,374.4,33.9,95.0,5.93,152.8,71.2,83.9,20.0,2.0
Sugarcane,Maharashtra,Kharif,2.78,987.3,31.1,79.5,7.33,134.0,38.7,96.1,155.1,98.12
Pulses,Madhya Pradesh,Kharif,3.36,1044.5,27.6,71.9,7.0,182.7,38.6,156.8,148.7,1.87
Cotton,Punjab,Zaid,6.5,250.0,25.0,52.6,7.84,135.0,103.2,47.9,130.1,2.28
Wheat,Tamil Nadu,Rabi,4.19,516.5,21.4,61.5,6.24,99.0,68.9,129.8,90.1,4.25
Sugarcane,Karnataka,Zaid,2.85,1004.0,24.7,74.2,6.85,179.9,49.7,56.8,199.1,83.25
Cotton,Punjab,Rabi,2.73,997.5,34.7,61.1,7.15,80.2,52.7,83.5,139.8,2.77
Cotton,Tamil Nadu,Kharif,9.44,889.5,29.3,49.4,5.62,144.4,15.0,99.4,172.3,2.6
Wheat,Tamil Nadu,Kharif,7.79,908.5,30.4,63.6,6.48,83.3,37.9,111.5,202.2,4.35
Sugarcane,Haryana,Rabi,1.07,648.5,25.4,65.6,7.66,118.6,28.8,95.4,62.0,107.17
Rice,West Bengal,Rabi,5.82,874.7,15.0,75.1,7.85,138.2,76.1,129.5,129.2,4.51
Maize,Karnataka,Rabi,6.96,1178.8,28.4,74.6,7.33,114.4,40.5,30.0,,4.79
Sugarcane,Punjab,Zaid,3.61,1047.3,30.1,83.2,7.2,162.2,50.4,111.4,60.8,94.19
Rice,West Bengal,Zaid,6.4,721.3,28.0,56.8,7.95,145.4,81.7,53.4,114.5,4.37
Potato,Punjab,Kharif,2.52,969.2,28.7,70.1,6.35,140.8,46.0,107.4,68.0,29.3
Potato,Uttar Pradesh,Kharif,3.99,250.0,26.0,72.5,6.79,166.3,108.8,87.0,189.8,27.65
Potato,Andhra Pradesh,Zaid,4.57,745.1,26.6,79.2,6.34,40.0,88.2,128.3,118.2,23.97
Cotton,Uttar Pradesh,Kharif,2.78,,31.4,68.2,6.98,172.5,26.7,61.9,212.2,2.48
Cotton,Punjab,Rabi,8.55,1232.7,16.7,57.7,7.44,86.4,65.5,70.0,86.6,2.51
Sugarcane,Madhya Pradesh,Kharif,5.37,522.9,28.6,64.6,7.16,195.4,70.9,110.2,118.7,93.75
Cotton,Maharashtra,Zaid,5.84,449.5,25.1,52.1,6.57,179.1,51.9,112.7,160.4,2.3
Cotton,West Bengal,Kharif,10.42,342.3,34.2,50.8,8.1,118.0,69.5,77.1,235.6,2.44
Rice,Tamil Nadu,Zaid,5.02,549.5,16.6,48.5,6.95,120.4,35.3,49.8,195.8,3.96
Sugarcane,Karnataka,Kharif,2.96,530.8,26.2,43.2,6.51,124.5,66.1,56.1,110.6,90.99
Wheat,Maharashtra,Kharif,3.73,1320.9,25.8,75.5,7.04,89.7,63.7,30.2,51.9,3.84
Sugarcane,Madhya Pradesh,Rabi,3.56,860.1,25.9,80.9,6.5,134.3,51.5,40.5,147.1,106.09
Pulses,Tamil Nadu,Rabi,5.47,979.2,30.9,76.1,6.71,145.4,48.0,77.5,127.3,1.78
Sugarcane,Gujarat,Kharif,5.46,1181.8,25.2,63.4,8.2,107.5,85.6,122.9,134.2,94.26
Groundnut,Madhya Pradesh,Kharif,4.09,1276.4,38.4,67.9,6.71,159.9,15.0,155.0,186.7,3.01
Maize,Haryana,Zaid,1.76,484.2,21.4,87.7,6.71,125.2,59.9,67.1,93.5,4.81
Groundnut,Madhya Pradesh,Rabi,5.04,1125.2,29.6,40.1,6.6,141.8,98.7,77.0,119.3,2.87
Maize,Karnataka,Rabi,5.4,788.0,15.8,80.8,6.12,59.9,49.2,42.2,89.7,4.76
Wheat,Punjab,Zaid,5.44,553.7,17.9,65.4,6.88,90.5,22.8,96.2,176.1,3.77
Wheat,Madhya Pradesh,Zaid,6.78,848.1,32.3,62.1,6.1,82.5,57.5,48.0,191.1,3.64
Potato,Punjab,Kharif,4.89,1618.7,23.2,63.0,6.96,136.2,63.0,146.5,49.1,28.29
Cotton,Maharashtra,Kharif,6.75,1200.5,30.1,67.7,6.6,116.8,73.6,132.5,174.0,2.68
Maize,Uttar Pradesh,Rabi,5.33,1029.9,29.0,88.8,7.62,207.0,49.5,92.4,91.8,4.84
Wheat,Madhya Pradesh,Kharif,9.21,815.5,22.9,40.3,6.41,136.0,61.8,64.5,234.3,4.38
Rice,Gujarat,Zaid,2.46,1099.4,19.7,75.8,6.61,119.1,44.0,67.4,93.6,4.15
Wheat,Gujarat,Zaid,9.68,1045.7,26.8,44.5,5.65,72.2,56.0,67.6,137.4,3.9
Groundnut,Haryana,Kharif,3.12,666.1,19.3,64.0,6.37,153.7,64.7,71.8,189.6,2.86
Maize,Haryana,Kharif,2.74,756.8,25.4,68.2,6.34,104.4,36.3,125.3,181.5,5.54
Sugarcane,Tamil Nadu,Rabi,6.95,1354.0,25.7,68.4,6.18,61.6,29.6,43.1,300.0,96.95
Potato,Andhra Pradesh,Zaid,3.86,763.5,33.1,69.1,6.81,150.0,76.2,156.9,56.1,24.1
Potato,West Bengal,Zaid,1.23,1146.9,35.7,76.1,6.24,155.9,31.4,117.7,86.7,22.97
Maize,Andhra Pradesh,Zaid,2.63,1239.8,33.6,66.5,6.98,138.6,46.8,125.9,118.6,4.09
Potato,Tamil Nadu,Zaid,3.21,987.1,25.1,82.2,5.75,207.1,62.2,58.9,171.5,24.59
Potato,West Bengal,Rabi,4.29,1154.0,30.4,58.0,7.16,171.3,51.8,126.9,143.7,30.05
Sugarcane,West Bengal,Rabi,6.89,1071.3,27.5,65.9,6.35,122.0,46.2,139.7,136.7,109.45
Sugarcane,Andhra Pradesh,Kharif,5.83,250.0,26.8,49.8,6.86,96.6,63.9,110.5,105.0,94.44
Groundnut,Andhra Pradesh,Rabi,2.43,,26.5,83.6,6.41,55.4,33.7,103.6,62.9,2.51
Groundnut,Punjab,Zaid,1.12,966.0,27.8,74.9,6.98,153.3,66.1,144.5,192.1,3.21
Rice,Gujarat,Rabi,7.66,904.3,29.1,85.2,7.43,40.0,57.6,96.8,137.4,4.7
Sugarcane,Karnataka,Kharif,4.82,1206.9,20.5,68.5,5.83,209.9,64.4,33.6,110.6,91.66
Groundnut,Madhya Pradesh,Zaid,1.05,549.5,19.0,85.8,6.7,130.4,63.6,80.0,131.7,2.66
Sugarcane,Uttar Pradesh,Rabi,2.62,768.6,18.6,75.6,6.81,208.8,29.5,77.8,235.3,103.17
Groundnut,Madhya Pradesh,Zaid,4.43,1299.6,24.2,59.4,7.81,122.8,38.2,97.8,144.9,2.37
Cotton,Uttar Pradesh,Kharif,2.55,895.6,22.7,60.8,6.79,180.5,83.0,77.2,112.2,2.35
Sugarcane,Haryana,Kharif,6.61,906.0,27.7,62.3,6.78,127.5,46.2,97.0,108.8,111.59
Potato,Andhra Pradesh,Rabi,0.8,851.4,30.9,77.7,5.98,44.5,55.8,88.9,111.1,27.4
Sugarcane,Gujarat,Kharif,7.43,695.2,20.3,82.2,6.88,82.8,63.2,71.5,158.4,94.08
Sugarcane,Madhya Pradesh,Zaid,1.27,1388.7,33.6,72.7,6.51,94.2,45.4,44.0,110.2,78.84
Potato,Uttar Pradesh,Zaid,0.63,1260.5,29.4,59.9,6.08,99.7,53.6,92.5,242.4,21.98
Potato,Gujarat,Rabi,0.6,899.4,23.7,73.4,6.97,183.8,72.8,150.4,187.7,26.46
Groundnut,Tamil Nadu,Kharif,4.86,1349.0,30.2,61.7,7.58,130.4,64.6,71.9,199.2,2.82
Potato,Andhra Pradesh,Rabi,2.08,692.3,23.2,71.5,6.26,136.6,22.3,129.7,124.5,25.84
Rice,Uttar Pradesh,Rabi,4.15,850.7,27.6,53.5,7.67,85.4,85.6,76.5,61.0,4.68
Wheat,Karnataka,Rabi,8.74,1399.4,26.1,82.0,5.24,127.5,40.2,72.2,119.7,3.52
Wheat,West Bengal,Rabi,1.37,1127.0,24.9,65.7,5.81,67.0,33.7,128.4,224.0,4.21
Wheat,Punjab,Rabi,9.01,891.1,23.2,60.3,7.57,77.0,63.1,183.5,109.3,4.72
Pulses,Madhya Pradesh,Rabi,5.79,620.9,26.6,47.7,7.22,114.2,50.2,125.9,248.2,1.66
Cotton,Uttar Pradesh,Rabi,5.71,1069.6,31.4,88.6,7.42,155.0,69.3,115.0,143.3,2.53
Rice,West Bengal,Kharif,2.24,754.2,35.6,68.1,6.08,,33.2,107.4,,4.51
Sugarcane,Karnataka,Kharif,1.56,877.9,32.2,47.2,7.29,137.7,53.3,146.8,87.3,105.94
Groundnut,Punjab,Zaid,4.8,1234.1,28.8,72.5,6.96,60.4,61.6,56.4,68.0,2.62
Sugarcane,Maharashtra,Kharif,1.28,912.7,30.7,61.0,7.41,90.4,54.9,93.9,159.7,92.97
Groundnut,Uttar Pradesh,Zaid,4.4,642.7,28.7,51.3,6.95,116.1,67.5,167.1,200.0,2.59
Groundnut,Gujarat,Rabi,1.46,484.9,21.5,71.5,6.66,69.5,71.1,68.1,177.1,2.79
Maize,Maharashtra,Rabi,4.7,829.5,35.8,68.5,6.94,40.0,44.3,135.4,117.2,4.78
Maize,Tamil Nadu,Kharif,4.01,1012.0,16.0,56.8,7.18,106.5,59.9,168.8,276.6,5.5
Groundnut,Haryana,Rabi,2.45,420.2,28.9,83.8,7.8,136.0,79.0,129.6,225.7,3.13
Maize,Uttar Pradesh,Rabi,5.12,905.9,19.6,49.5,6.51,144.3,49.9,73.0,137.7,4.98
Maize,Punjab,Kharif,2.52,1215.9,26.4,67.7,6.09,137.7,50.2,48.2,166.3,5.89
Potato,Gujarat,Kharif,3.99,334.0,31.0,58.1,6.36,106.3,60.9,111.0,181.9,25.02
Groundnut,Tamil Nadu,Kharif,3.66,1114.1,21.2,71.2,6.68,88.5,59.0,82.6,175.2,3.06
Maize,Andhra Pradesh,Kharif,3.27,722.5,22.3,72.4,6.28,121.7,15.0,133.1,153.1,5.52
Maize,Punjab,Kharif,2.44,1109.0,27.8,58.7,6.75,154.0,38.2,87.2,208.5,5.98
Rice,Gujarat,Kharif,3.1,677.4,27.9,70.0,6.85,94.4,70.7,132.7,61.6,4.32
Wheat,Haryana,Kharif,4.1,943.5,28.7,59.4,5.79,87.1,45.1,122.3,193.0,4.58
Groundnut,Karnataka,Rabi,1.44,902.0,25.3,67.1,6.94,146.5,73.2,163.5,167.4,2.9
Pulses,Punjab,Zaid,1.06,1144.5,25.5,80.4,7.45,73.7,46.7,92.6,109.8,1.68
Rice,Tamil Nadu,Zaid,3.87,1211.0,24.1,74.6,,150.9,49.6,107.0,135.5,4.4
Rice,Tamil Nadu,Rabi,2.03,362.7,32.7,55.7,7.21,129.0,85.7,47.9,27.8,4.44
Maize,West Bengal,Zaid,6.19,1325.3,25.6,86.0,7.65,142.1,73.2,148.1,67.0,4.47
Potato,Haryana,Rabi,3.14,749.8,16.8,87.4,6.52,175.7,51.1,88.7,135.4,29.01
Sugarcane,Maharashtra,Kharif,3.4,848.8,29.9,61.1,5.78,123.9,62.7,79.6,100.6,91.29
Potato,Punjab,Kharif,3.88,958.8,25.7,78.9,6.58,196.1,31.5,83.7,261.5,31.04
Maize,Gujarat,Zaid,6.46,1101.4,31.8,69.2,7.51,120.0,114.4,98.0,99.9,4.53
Wheat,Punjab,Kharif,6.96,415.7,24.8,62.4,7.0,44.8,77.8,92.4,50.4,4.44
Maize,Haryana,Zaid,3.98,406.7,29.9,46.3,5.7,86.7,43.4,,189.8,4.8
Sugarcane,Maharashtra,Kharif,1.45,889.2,27.1,82.0,6.53,126.1,82.7,128.0,222.3,105.4
Wheat,West Bengal,Kharif,9.45,991.1,,53.3,6.42,106.0,64.8,62.5,67.8,4.23
Cotton,Punjab,Rabi,11.21,1441.4,28.5,77.1,7.36,169.3,38.4,106.6,177.6,2.7
Groundnut,Uttar Pradesh,Zaid,4.75,589.2,25.0,47.2,6.2,138.4,35.2,170.3,275.8,2.83
Maize,Andhra Pradesh,Rabi,6.19,250.0,29.5,82.4,7.23,147.7,64.4,65.3,181.4,5.67
Potato,Gujarat,Kharif,1.61,1182.7,33.5,60.3,8.01,,36.8,138.9,152.8,28.36
Potato,Uttar Pradesh,Zaid,4.61,1065.1,32.8,65.5,7.12,124.5,42.0,154.4,170.7,24.96
Rice,Punjab,Kharif,5.63,404.9,26.4,82.9,7.29,66.2,36.4,148.3,122.3,4.23
Potato,Punjab,Rabi,2.64,576.5,26.1,63.8,6.95,91.0,79.6,77.5,183.9,28.85
Wheat,Haryana,Zaid,7.49,683.0,19.5,68.8,7.09,150.7,58.4,104.6,198.2,3.93
Cotton,West Bengal,Zaid,8.8,844.8,32.8,56.8,6.55,135.0,76.1,73.6,209.8,2.45
Potato,Madhya Pradesh,Zaid,1.84,835.4,30.1,59.2,6.91,166.7,66.5,110.9,157.9,24.24
Wheat,Maharashtra,Kharif,6.43,250.0,35.4,61.9,7.07,87.5,63.7,155.6,99.6,4.08
Pulses,Madhya Pradesh,Rabi,3.15,892.5,18.2,62.2,6.85,105.3,40.2,86.1,111.6,1.84
Sugarcane,Tamil Nadu,Kharif,4.77,830.8,20.1,54.2,5.02,177.3,99.8,74.6,159.6,100.2
Sugarcane,Karnataka,Rabi,7.9,1000.5,22.0,74.1,6.81,169.5,90.1,80.9,129.9,101.45
Rice,Haryana,Kharif,6.36,706.6,24.0,62.3,6.4,136.7,57.8,113.4,260.6,5.49
Pulses,Haryana,Rabi,3.03,825.1,21.4,65.9,7.25,138.5,70.2,163.8,288.9,
Wheat,Uttar Pradesh,Kharif,4.34,1172.2,26.6,64.9,5.96,55.4,17.5,158.3,192.3,4.51
Pulses,Andhra Pradesh,Zaid,2.14,992.8,19.2,55.5,7.05,119.6,27.8,90.2,81.1,1.56
Rice,West Bengal,Zaid,3.63,1113.6,21.8,53.4,7.25,153.4,67.9,56.3,194.7,4.35
Potato,West Bengal,Rabi,3.92,876.8,26.3,59.1,6.87,135.6,70.7,122.4,221.4,28.12
Maize,Andhra Pradesh,Rabi,6.82,,26.7,73.4,5.78,102.1,61.0,99.8,193.8,4.72
Rice,Andhra Pradesh,Zaid,6.26,1000.0,32.5,62.2,6.59,115.8,41.9,72.0,210.3,4.24
Groundnut,Karnataka,Zaid,2.32,616.3,26.4,75.0,6.95,129.4,59.5,40.6,97.6,2.43
Wheat,Karnataka,Kharif,9.92,668.4,25.2,56.7,6.43,124.4,34.7,139.7,101.9,4.46
Groundnut,Haryana,Kharif,5.92,947.7,31.6,67.0,6.92,65.0,75.1,77.8,196.2,3.28
Sugarcane,Uttar Pradesh,Zaid,4.43,906.9,26.0,69.9,6.57,112.0,43.9,97.6,77.1,89.75
Maize,Uttar Pradesh,Zaid,3.62,521.6,25.0,69.1,6.3,143.4,76.2,73.2,104.8,4.76
Wheat,Andhra Pradesh,Rabi,1.09,967.6,24.0,81.2,6.96,69.0,67.4,115.1,20.0,3.64
Maize,Gujarat,Kharif,1.1,871.6,36.0,67.5,6.48,77.2,35.9,124.2,118.4,4.93
Wheat,West Bengal,Kharif,5.92,1018.7,21.5,54.6,7.63,134.5,74.1,55.9,190.1,4.47
Cotton,Punjab,Zaid,7.26,897.1,31.3,61.8,6.41,72.9,60.0,103.8,165.0,2.48
Pulses,West Bengal,Zaid,6.08,1015.1,20.8,72.6,6.97,95.9,48.7,87.6,91.0,1.52
Maize,Madhya Pradesh,Zaid,6.09,1800.0,30.8,47.9,7.18,109.8,64.5,94.4,22.8,4.04
Cotton,Andhra Pradesh,Rabi,11.33,816.9,18.1,80.5,6.77,131.0,78.4,82.2,149.5,2.64
Potato,Madhya Pradesh,Kharif,3.99,903.3,25.5,65.8,6.0,40.0,41.0,71.5,42.7,28.02
Sugarcane,Maharashtra,Kharif,7.47,987.1,24.3,58.8,5.74,80.7,79.4,138.4,181.8,99.79
Cotton,Tamil Nadu,Zaid,4.73,780.1,23.1,91.7,5.98,96.3,57.3,94.0,96.4,2.32
Rice,Uttar Pradesh,Kharif,4.84,728.9,25.5,66.4,6.78,188.3,76.4,93.8,123.5,4.84
Potato,Maharashtra,Kharif,0.69,781.8,23.8,62.2,7.49,104.1,77.2,160.9,79.7,27.56
Sugarcane,Gujarat,Rabi,4.62,889.1,24.0,58.1,7.02,139.7,76.2,122.9,230.2,96.1
Potato,Haryana,Kharif,4.56,861.6,22.5,58.3,7.2,146.8,48.6,92.1,142.1,26.99
Potato,Punjab,Kharif,1.3,805.3,34.2,67.8,7.12,162.6,42.3,128.8,113.0,28.07
Groundnut,Uttar Pradesh,Rabi,5.6,461.2,29.5,59.5,7.09,161.6,39.5,115.6,166.2,2.81
Potato,Andhra Pradesh,Kharif,4.27,988.7,35.3,75.9,6.26,82.4,87.9,154.1,68.8,27.43
Pulses,Punjab,Zaid,6.41,1087.3,37.1,67.6,6.08,95.4,48.8,114.1,173.2,1.82
Cotton,Tamil Nadu,Kharif,6.58,,27.2,64.8,6.73,94.6,16.8,130.0,164.1,2.78
Pulses,Punjab,Kharif,4.37,634.1,25.3,68.5,6.3,132.1,61.6,136.7,87.6,1.87
Maize,Karnataka,Kharif,6.11,329.0,30.6,60.8,7.11,145.6,53.0,79.0,,5.1
Potato,Gujarat,Rabi,4.59,778.3,21.2,60.7,6.33,150.1,46.1,108.9,143.1,26.68
Maize,Madhya Pradesh,Zaid,2.89,1305.0,29.3,75.7,7.22,166.5,57.9,106.9,191.5,4.72
Wheat,Andhra Pradesh,Zaid,2.91,808.7,39.1,55.0,5.86,46.8,65.9,74.9,70.1,4.13
Sugarcane,Punjab,Kharif,6.13,544.2,21.1,75.9,8.2,122.3,61.6,82.4,119.2,101.33
Maize,West Bengal,Kharif,4.27,,28.6,63.7,7.86,156.8,51.5,162.9,106.2,5.68
Rice,Maharashtra,Rabi,4.65,1130.6,33.0,89.0,7.88,155.4,53.5,121.8,53.3,4.79
Sugarcane,Karnataka,Kharif,1.09,889.4,22.5,61.3,8.03,160.2,47.4,106.2,121.3,98.55
Groundnut,Uttar Pradesh,Zaid,2.81,1007.9,29.2,80.3,5.65,118.5,72.9,147.6,164.9,2.5
Potato,Uttar Pradesh,Zaid,3.8,1121.8,36.2,60.2,5.57,170.2,36.0,113.4,138.5,24.55
Groundnut,Gujarat,Rabi,4.55,,25.8,77.7,6.73,147.9,61.7,77.2,136.0,2.78
Pulses,Haryana,Kharif,4.22,489.0,31.5,52.4,7.24,79.9,91.5,,175.2,1.91
Groundnut,Punjab,Rabi,2.22,1061.7,16.7,77.2,7.63,101.0,96.6,140.3,117.3,3.33
Rice,Gujarat,Zaid,4.33,767.3,28.0,59.6,5.69,164.5,23.4,,192.7,3.79
Potato,Andhra Pradesh,Zaid,0.83,845.2,20.9,56.8,5.29,180.4,27.3,122.7,70.6,25.05
Sugarcane,West Bengal,Rabi,8.25,1160.1,23.6,88.8,6.85,134.2,101.7,100.8,20.0,93.75
Pulses,Andhra Pradesh,Rabi,5.4,1504.6,26.0,55.5,8.06,159.1,33.9,134.5,101.4,1.74
Sugarcane,Maharashtra,Rabi,3.46,884.7,20.8,63.6,6.79,114.7,116.2,187.2,76.7,93.39
Cotton,West Bengal,Rabi,6.56,1271.3,25.5,60.5,8.03,182.3,37.2,96.1,77.4,2.63
Potato,Uttar Pradesh,Zaid,4.82,321.0,32.2,66.6,7.62,149.1,79.0,82.9,104.5,23.12
Pulses,Uttar Pradesh,Zaid,3.0,1310.8,24.9,78.1,7.06,150.0,58.4,105.5,63.3,1.46
Sugarcane,Madhya Pradesh,Zaid,1.41,814.3,21.2,57.5,7.08,133.3,52.3,73.4,227.8,86.86
Cotton,Tamil Nadu,Zaid,4.75,645.0,32.7,52.1,7.17,140.7,61.5,96.0,232.2,2.37
Cotton,Madhya Pradesh,Zaid,4.54,631.9,23.0,62.0,7.03,124.2,37.7,30.0,185.0,2.26
